temperature,humidity,smoke_gas_level,flame_detected,label
33.3,74.9,279,0,False Alarm
33,72.5,222,0,False Alarm
31.6,50.5,183,0,False Alarm
23.4,50.7,119,0,False Alarm
24.7,62.6,267,0,False Alarm
34.9,79.4,140,0,False Alarm
28,48.4,169,0,False Alarm
24.8,74,126,0,False Alarm
36.5,46.2,223,0,False Alarm
29,77.2,284,0,False Alarm
32.9,53.7,261,0,False Alarm
22.8,61.9,115,0,False Alarm
30.2,51.2,259,1,False Alarm
35.2,66.6,103,0,False Alarm
31.7,51.9,314,0,False Alarm
28.7,78,259,0,False Alarm
37.4,51.2,151,0,False Alarm
31.1,71.2,283,0,False Alarm
32.5,66.5,122,0,False Alarm
25.7,46.1,220,0,False Alarm
37.2,64.6,112,0,False Alarm
23.3,50.8,183,0,False Alarm
37,75.6,273,0,False Alarm
37.2,53.9,259,0,False Alarm
30.1,79.2,140,0,False Alarm
25,48.3,138,0,False Alarm
27.3,62.5,169,0,False Alarm
29,63.9,198,0,False Alarm
31.9,47.9,235,0,False Alarm
34.9,71.1,246,0,False Alarm
34,45.2,107,0,False Alarm
37.1,66.1,152,0,False Alarm
35.9,60.3,92,0,False Alarm
34.5,69.8,248,0,False Alarm
27.1,57.9,240,0,False Alarm
34.7,52.6,285,0,False Alarm
28.1,53.1,230,0,False Alarm
31.7,76.2,304,0,False Alarm
26.6,60.9,109,0,False Alarm
37.7,64.1,278,0,False Alarm
25.2,79,162,1,False Alarm
29.8,53.3,271,0,False Alarm
28.1,72.7,208,0,False Alarm
23.3,48.9,81,0,False Alarm
24.4,70,155,0,False Alarm
37.6,60.2,270,0,False Alarm
30.1,55.2,313,0,False Alarm
31.4,63.1,289,0,False Alarm
30.7,77.9,172,0,False Alarm
36,74.8,298,0,False Alarm
29,70.2,196,0,False Alarm
27.7,62.2,243,0,False Alarm
29.2,65.6,87,0,False Alarm
25.7,48.9,260,0,False Alarm
24.9,57.9,199,0,False Alarm
26.3,61.4,157,0,False Alarm
36.8,71.5,295,0,False Alarm
33.6,51.3,238,0,False Alarm
34.9,50.9,146,0,False Alarm
37.3,79.1,228,1,False Alarm
31.8,72.8,290,0,False Alarm
29.8,66.2,211,0,False Alarm
25,66.6,235,0,False Alarm
27.7,69.9,291,0,False Alarm
28.4,66.6,295,0,False Alarm
31.5,63.9,187,0,False Alarm
36.9,70.5,190,0,False Alarm
35.4,62.2,275,0,False Alarm
34.1,61.9,220,0,False Alarm
31.5,56.2,171,0,False Alarm
25.4,61.3,308,0,False Alarm
30.5,50.3,307,0,False Alarm
26.6,55.9,286,0,False Alarm
23.3,45.4,180,0,False Alarm
27.6,66.2,96,0,False Alarm
24.3,61.8,223,0,False Alarm
34.9,60.5,260,0,False Alarm
24,59.2,170,0,False Alarm
25.8,65.2,174,0,False Alarm
31.4,56.8,257,0,False Alarm
34.6,57.7,266,0,False Alarm
32.2,61.6,109,0,False Alarm
23,62.9,110,0,False Alarm
26.1,66.7,121,0,False Alarm
35.9,53.9,153,0,False Alarm
28.4,47.5,312,0,False Alarm
37,72.2,103,0,False Alarm
31.9,55,197,1,False Alarm
35.9,55.1,314,0,False Alarm
33.3,47.5,95,0,False Alarm
27.2,45.4,274,0,False Alarm
26.5,58.6,278,0,False Alarm
28.5,68.1,143,0,False Alarm
22.5,67.6,171,0,False Alarm
28.3,76.1,221,0,False Alarm
28,66.6,109,0,False Alarm
22.4,48.9,108,0,False Alarm
32.3,58.7,86,0,False Alarm
25.1,79,264,0,False Alarm
26.2,57.3,225,0,False Alarm
37.2,61.7,104,0,False Alarm
22.3,50.4,315,0,False Alarm
36.6,54.1,172,0,False Alarm
29.7,52.2,309,0,False Alarm
36.2,46,222,0,False Alarm
26.4,75.1,314,1,False Alarm
32.2,61.3,113,0,False Alarm
36.1,79.5,188,1,False Alarm
26.6,46.5,297,0,False Alarm
30.3,50.6,262,0,False Alarm
24.1,76.2,93,0,False Alarm
22.1,52.2,156,0,False Alarm
22.3,47.2,200,0,False Alarm
34.1,60.3,146,0,False Alarm
30.1,48,158,0,False Alarm
22.3,77.2,163,0,False Alarm
34.9,56.9,208,0,False Alarm
26.8,46.8,125,0,False Alarm
26.3,70.3,88,0,False Alarm
34.9,65.5,82,0,False Alarm
24.4,50.2,90,0,False Alarm
29.8,52.6,149,0,False Alarm
34.3,73.4,175,0,False Alarm
35.4,52.1,285,0,False Alarm
30.7,49.4,219,0,False Alarm
32.8,75.7,246,0,False Alarm
36,72,312,1,False Alarm
28.4,76.2,148,0,False Alarm
23.3,76.2,178,0,False Alarm
36.1,63.6,185,0,False Alarm
22.8,68.9,241,0,False Alarm
32.5,71.5,294,0,False Alarm
35.9,73.8,281,0,False Alarm
22.1,56.9,261,0,False Alarm
29.3,47.6,305,0,False Alarm
26,53.8,187,0,False Alarm
30.5,61.8,164,0,False Alarm
34.7,79.6,160,1,False Alarm
33,79.5,228,0,False Alarm
25.3,52.1,155,0,False Alarm
36.1,76.5,120,0,False Alarm
22.8,66,298,0,False Alarm
24.2,49.9,178,0,False Alarm
31.5,70.4,161,0,False Alarm
25.8,72.7,310,0,False Alarm
28.5,78.2,145,0,False Alarm
29.8,73.8,319,1,False Alarm
33.6,71.8,95,0,False Alarm
34.2,73.6,281,0,False Alarm
23.4,75.4,278,0,False Alarm
31.1,66.4,274,0,False Alarm
31.3,63.5,181,0,False Alarm
32.4,73.7,261,0,False Alarm
25.9,49.8,252,0,False Alarm
32.1,55.1,101,0,False Alarm
31.7,76,84,0,False Alarm
23.3,50.3,90,0,False Alarm
36.2,79.5,251,0,False Alarm
37.5,46,225,0,False Alarm
24.3,66.4,152,0,False Alarm
28.4,46.1,170,0,False Alarm
22.2,67.6,83,0,False Alarm
23.6,76.8,253,0,False Alarm
34.5,65.9,157,0,False Alarm
31.5,60.2,219,0,False Alarm
29.8,67.6,98,0,False Alarm
23.7,58.5,188,0,False Alarm
30.5,77.4,269,1,False Alarm
37.8,49.5,279,0,False Alarm
30.2,49,167,0,False Alarm
24.3,59.4,242,0,False Alarm
26.2,77.1,221,0,False Alarm
33.3,77.2,127,0,False Alarm
22.6,75.7,193,0,False Alarm
37.3,69.9,271,0,False Alarm
25.1,72.8,103,0,False Alarm
23.9,69.7,275,0,False Alarm
34.3,71.2,121,0,False Alarm
23.2,50,148,0,False Alarm
37.5,48.3,176,0,False Alarm
34.8,47.8,203,0,False Alarm
33.7,47.8,316,0,False Alarm
32.6,47.6,229,0,False Alarm
27.1,70.9,137,0,False Alarm
27.1,62.5,286,0,False Alarm
23.7,77.8,224,0,False Alarm
34,70,232,0,False Alarm
31.5,58.7,268,0,False Alarm
27,66.3,278,0,False Alarm
26.6,61.9,187,1,False Alarm
33.5,69.5,318,0,False Alarm
24,57.8,119,0,False Alarm
36.5,77.9,263,0,False Alarm
25.8,74.5,100,0,False Alarm
29.7,64.3,287,1,False Alarm
29.1,48.2,205,0,False Alarm
26.7,71.6,198,0,False Alarm
36.6,49.4,95,0,False Alarm
22.9,73.7,281,0,False Alarm
37.1,76.8,279,0,False Alarm
30.8,55.5,317,0,False Alarm
32.1,55.9,230,0,False Alarm
30.4,78.7,232,0,False Alarm
31.9,60.1,222,0,False Alarm
24.9,70.3,176,0,False Alarm
36,60.9,181,0,False Alarm
36.1,77.5,180,0,False Alarm
22.1,68.8,300,0,False Alarm
33.5,61.9,191,0,False Alarm
23.7,75.4,233,0,False Alarm
24.1,45.9,125,0,False Alarm
29.9,56.5,132,0,False Alarm
25.6,52.3,133,0,False Alarm
30.1,61.2,202,0,False Alarm
36.1,52.3,265,0,False Alarm
36.3,52.4,191,0,False Alarm
22.7,47.2,83,0,False Alarm
37.5,60.7,205,0,False Alarm
23.4,59.7,136,0,False Alarm
26.3,61.3,149,0,False Alarm
33.4,72.8,125,0,False Alarm
29.3,69.2,96,0,False Alarm
37.6,57.9,143,0,False Alarm
23.5,77.6,101,0,False Alarm
31,57,298,0,False Alarm
27.1,47.8,237,0,False Alarm
33,76.8,112,0,False Alarm
25.7,68.1,279,0,False Alarm
36.8,52.7,318,0,False Alarm
22.4,68.3,173,0,False Alarm
38,71.3,119,0,False Alarm
24.9,66.8,132,0,False Alarm
27.3,55.8,149,0,False Alarm
30.9,74.9,136,0,False Alarm
24.3,59.3,107,0,False Alarm
30.9,79.2,87,0,False Alarm
30.6,74.7,315,0,False Alarm
37.1,79.6,296,0,False Alarm
37.3,64.4,184,0,False Alarm
36.7,46.8,223,0,False Alarm
33,79.2,261,0,False Alarm
28,76.6,286,0,False Alarm
37.8,57.5,310,0,False Alarm
30.9,74.3,271,1,False Alarm
33.6,74.6,95,0,False Alarm
32.3,57,131,0,False Alarm
28.5,58.7,312,1,False Alarm
28.7,68.4,251,0,False Alarm
35,46.7,286,0,False Alarm
25.6,48.9,306,0,False Alarm
37.8,76.8,293,0,False Alarm
22.5,55.1,161,0,False Alarm
34.1,59.5,282,0,False Alarm
37.8,54.1,180,0,False Alarm
34.2,59.4,202,0,False Alarm
37,74.8,235,0,False Alarm
32.3,75.3,272,0,False Alarm
37.7,52.5,271,0,False Alarm
36.4,59.9,163,0,False Alarm
29.3,66.9,154,0,False Alarm
22.9,74.7,139,1,False Alarm
35.2,67.4,104,0,False Alarm
32.1,62.9,276,0,False Alarm
31.6,78.7,248,0,False Alarm
26.2,65,307,0,False Alarm
29.8,74.1,113,0,False Alarm
31.9,53.1,121,0,False Alarm
36.7,68.8,294,0,False Alarm
23.6,58.6,302,0,False Alarm
31.7,67.4,198,1,False Alarm
34.3,53.8,290,0,False Alarm
28.4,79.3,82,0,False Alarm
33.6,52.3,193,0,False Alarm
32.9,50,233,0,False Alarm
33.3,69.6,173,0,False Alarm
29.5,63.7,233,0,False Alarm
31.9,68.7,251,0,False Alarm
22.6,66.5,208,0,False Alarm
23.3,78,176,0,False Alarm
37.3,68.4,114,0,False Alarm
25.6,53.2,282,0,False Alarm
25.3,45.4,189,0,False Alarm
34.1,69.6,171,0,False Alarm
26,76.4,208,0,False Alarm
31.8,77.4,284,0,False Alarm
26.3,72.9,296,0,False Alarm
32.8,74.6,272,0,False Alarm
33.9,59,144,1,False Alarm
31,71.2,169,0,False Alarm
33.1,77.5,258,0,False Alarm
25.5,71.3,190,0,False Alarm
25.8,67.1,170,0,False Alarm
28.5,50.8,229,1,False Alarm
35.1,59.7,168,0,False Alarm
27.3,70.6,88,0,False Alarm
25.4,70,131,0,False Alarm
29,56.9,162,0,False Alarm
30.4,55.5,210,0,False Alarm
24.9,53.6,201,0,False Alarm
27.4,64.8,290,1,False Alarm
29.6,66.5,160,0,False Alarm
34.5,53.3,133,0,False Alarm
28.1,77.9,296,0,False Alarm
36.3,58.3,175,0,False Alarm
30.6,48.7,296,0,False Alarm
26.6,75.4,238,0,False Alarm
32,77.7,283,0,False Alarm
36.7,74.8,102,0,False Alarm
35.7,79.6,293,0,False Alarm
28.1,67.3,218,0,False Alarm
23.9,52,110,0,False Alarm
28.4,65.3,270,0,False Alarm
35.6,80,315,0,False Alarm
32.7,79.2,261,0,False Alarm
37.3,53,309,0,False Alarm
28.3,67.7,134,0,False Alarm
35.6,49.6,104,0,False Alarm
29.8,73,109,0,False Alarm
30.5,69.6,267,0,False Alarm
33.9,47.6,249,1,False Alarm
24.3,46.5,253,0,False Alarm
35.9,75.1,105,0,False Alarm
25.7,55,234,0,False Alarm
32.9,70.5,273,0,False Alarm
37.6,65.9,256,0,False Alarm
29.6,76,155,0,False Alarm
36,47.7,248,0,False Alarm
25.2,68.3,286,0,False Alarm
30.4,76.7,249,0,False Alarm
36.8,55.8,238,0,False Alarm
22.5,52.7,242,0,False Alarm
24.5,78.9,132,0,False Alarm
36.4,55.8,108,0,False Alarm
27.4,60.2,216,0,False Alarm
33.6,68.4,90,0,False Alarm
24.6,49.9,244,0,False Alarm
28.8,71.7,232,0,False Alarm
22.4,60.9,210,0,False Alarm
37,71.1,138,0,False Alarm
25.4,48.8,295,0,False Alarm
35.8,76.3,95,0,False Alarm
30.8,70,209,0,False Alarm
27.4,60.7,230,0,False Alarm
26.3,75.2,278,0,False Alarm
30.6,48.8,267,0,False Alarm
27.4,60.4,268,0,False Alarm
34.3,60.9,129,0,False Alarm
25.1,55.9,91,0,False Alarm
34.4,49.6,304,0,False Alarm
23.2,72.7,84,0,False Alarm
25.6,64,185,0,False Alarm
35.3,54.9,175,0,False Alarm
36.7,57.3,253,0,False Alarm
27.3,62.5,218,0,False Alarm
23.8,66.7,109,0,False Alarm
30.1,78.1,295,1,False Alarm
28.5,45.2,196,0,False Alarm
36.9,64.6,275,0,False Alarm
23.5,47.4,121,0,False Alarm
22,52.3,228,0,False Alarm
23,49.5,242,0,False Alarm
31.5,78,149,0,False Alarm
30.9,63,117,0,False Alarm
32.7,77.4,129,0,False Alarm
32.4,59.4,120,0,False Alarm
34.8,53.9,115,0,False Alarm
30.6,79.1,83,0,False Alarm
27.3,72.3,181,0,False Alarm
22.1,67.3,88,0,False Alarm
26.3,46.9,184,0,False Alarm
33.5,52.4,219,0,False Alarm
28.5,57.5,98,0,False Alarm
35.8,76.2,115,0,False Alarm
22.6,72.7,245,0,False Alarm
37.7,56,152,0,False Alarm
36.9,45.9,306,0,False Alarm
23.5,53.7,188,1,False Alarm
36.2,73.9,82,0,False Alarm
37.6,69.8,106,0,False Alarm
32.8,70.5,309,0,False Alarm
36.4,74.5,176,0,False Alarm
32.2,74,288,0,False Alarm
37.2,53.1,175,0,False Alarm
34.1,73.6,207,0,False Alarm
26.3,73.1,158,0,False Alarm
36.5,46.4,146,1,False Alarm
36.1,64.4,227,0,False Alarm
32.9,48.5,111,0,False Alarm
27.8,49.2,253,0,False Alarm
32,62.6,114,0,False Alarm
28.1,53.3,101,0,False Alarm
28.9,46.9,281,0,False Alarm
24.9,59.5,157,0,False Alarm
28.5,72.9,146,0,False Alarm
31.1,57.7,214,0,False Alarm
25.5,63.7,208,0,False Alarm
23.6,50,223,0,False Alarm
23.5,60.4,96,0,False Alarm
32.6,47.1,266,0,False Alarm
37.3,66.6,225,0,False Alarm
33.4,60.9,116,0,False Alarm
34.5,54,283,0,False Alarm
35.5,75.1,205,0,False Alarm
37.1,47.1,91,0,False Alarm
33.3,53.2,214,0,False Alarm
29.4,52.1,95,0,False Alarm
27.5,64.4,131,0,False Alarm
22.4,66.3,298,0,False Alarm
34.1,70.6,168,0,False Alarm
28.1,54.2,97,0,False Alarm
26.7,46.1,270,0,False Alarm
36.7,73.2,277,0,False Alarm
22.2,77.4,311,0,False Alarm
22.9,56.1,168,0,False Alarm
28.2,59.4,302,0,False Alarm
22.8,62.6,210,0,False Alarm
37.2,65,201,0,False Alarm
33.1,54.9,192,0,False Alarm
24.6,70,318,0,False Alarm
28.6,73.9,278,0,False Alarm
33.7,66.4,160,0,False Alarm
32.3,51.6,294,0,False Alarm
27.8,75,170,0,False Alarm
27.4,74.6,271,0,False Alarm
29.8,64.5,148,0,False Alarm
26.8,66.3,298,0,False Alarm
29.4,63.2,213,0,False Alarm
27.2,77.9,103,0,False Alarm
31.4,58.5,199,0,False Alarm
24.7,60.5,222,0,False Alarm
32.8,47.3,284,0,False Alarm
36.6,62.3,106,0,False Alarm
36.7,52,305,0,False Alarm
30.7,61.6,137,0,False Alarm
33.3,66.2,233,0,False Alarm
32.1,64.2,108,0,False Alarm
34.2,73.3,172,0,False Alarm
27.6,57.6,230,1,False Alarm
37.5,63.2,241,0,False Alarm
34.1,47.5,276,0,False Alarm
28.6,53.2,182,0,False Alarm
22,53.5,85,0,False Alarm
24.4,58.1,256,0,False Alarm
34.9,61.3,112,0,False Alarm
37.2,60,98,0,False Alarm
23.8,50.4,313,0,False Alarm
31.2,76.2,293,1,False Alarm
34.9,45,168,0,False Alarm
34.6,68.5,251,0,False Alarm
24,79.7,181,0,False Alarm
34.6,54.5,273,0,False Alarm
32.1,47.1,138,0,False Alarm
28.2,63.9,149,0,False Alarm
37.9,70.1,285,0,False Alarm
26.2,75.4,211,0,False Alarm
27.7,80,154,0,False Alarm
22.1,48.5,266,0,False Alarm
34.1,70.7,81,0,False Alarm
22.1,64.6,156,0,False Alarm
27.6,79.9,303,0,False Alarm
32.4,58.4,233,0,False Alarm
33.4,46.4,233,0,False Alarm
35.1,60.8,112,0,False Alarm
29.2,56,118,0,False Alarm
37.4,68,312,0,False Alarm
26.5,48.6,259,0,False Alarm
30.6,56.6,157,0,False Alarm
28.4,45.5,298,0,False Alarm
37,46,190,0,False Alarm
27.8,46.4,184,0,False Alarm
29.4,69.7,157,0,False Alarm
31.6,71.2,202,0,False Alarm
28.4,63.5,291,0,False Alarm
22.4,58.9,136,0,False Alarm
32.2,79.3,256,0,False Alarm
33.5,52,241,0,False Alarm
30.7,75.3,156,0,False Alarm
35.7,51.5,182,0,False Alarm
25.6,45,96,0,False Alarm
34.5,60.6,93,0,False Alarm
35.1,67,89,0,False Alarm
24.2,52.7,138,0,False Alarm
34.7,76.9,161,0,False Alarm
26.9,46.8,140,0,False Alarm
22.6,63.1,263,0,False Alarm
28.9,48.1,281,0,False Alarm
23.7,78.4,192,1,False Alarm
27.3,68,263,0,False Alarm
36.8,78.1,215,0,False Alarm
24.6,72.9,240,0,False Alarm
32,72.1,230,0,False Alarm
35.6,46.4,227,0,False Alarm
34,73.2,210,0,False Alarm
32.9,56.3,164,0,False Alarm
34.7,73.7,264,0,False Alarm
34,52.5,131,0,False Alarm
24.3,50.1,190,0,False Alarm
29.8,50.7,104,0,False Alarm
35.6,60.4,106,0,False Alarm
29.4,76.2,168,0,False Alarm
27.5,55.3,146,0,False Alarm
23.9,62.4,202,0,False Alarm
31.5,74,151,0,False Alarm
22.5,62.1,217,0,False Alarm
31,62.2,272,0,False Alarm
31.3,53.8,244,0,False Alarm
33.2,55.5,180,0,False Alarm
25.4,69.2,145,0,False Alarm
29.3,69.6,281,0,False Alarm
37,69,84,0,False Alarm
32.2,74.8,264,0,False Alarm
35.8,71.6,130,0,False Alarm
35.9,69.4,103,0,False Alarm
23.5,68.3,195,0,False Alarm
31.8,69.1,277,0,False Alarm
23.3,54.2,174,0,False Alarm
30.9,58.9,293,0,False Alarm
32.4,48.9,194,0,False Alarm
29.6,50.3,95,0,False Alarm
29.8,45.7,254,0,False Alarm
23.5,47,170,0,False Alarm
31.6,55.5,274,0,False Alarm
25.6,71.2,283,0,False Alarm
35.8,52.1,216,0,False Alarm
29.4,75.2,105,0,False Alarm
36,75.9,251,0,False Alarm
25.6,52.6,199,0,False Alarm
31.6,71.2,225,0,False Alarm
37.4,75.8,254,1,False Alarm
36.2,75.7,153,0,False Alarm
31.4,48.5,105,0,False Alarm
26.3,52.8,83,0,False Alarm
31.3,69.2,145,0,False Alarm
36.7,54,96,0,False Alarm
27.5,66.7,150,0,False Alarm
34.8,75.3,124,0,False Alarm
24.3,53.9,149,0,False Alarm
29.6,64.1,197,0,False Alarm
30.9,74.6,290,0,False Alarm
34.5,73.4,197,0,False Alarm
25.3,52.8,166,0,False Alarm
29.6,79.4,242,0,False Alarm
35,63.1,243,0,False Alarm
31.3,77.4,190,0,False Alarm
36.6,67,261,1,False Alarm
37,46.1,271,1,False Alarm
25.3,69.1,96,0,False Alarm
28.1,55.3,183,0,False Alarm
24.1,55.2,123,0,False Alarm
30.1,54.6,320,0,False Alarm
31.3,65.2,121,0,False Alarm
35.9,52.6,80,0,False Alarm
28.2,50.3,286,0,False Alarm
22.9,61.7,95,0,False Alarm
28.9,56.2,249,0,False Alarm
36.7,66,159,0,False Alarm
23.4,50,113,0,False Alarm
34,75.8,132,0,False Alarm
32.1,65.8,183,0,False Alarm
35.8,74.2,121,0,False Alarm
33,60.1,244,0,False Alarm
29,54.6,196,0,False Alarm
25.7,45.2,116,0,False Alarm
31.1,52.4,139,0,False Alarm
26,67.9,289,0,False Alarm
23.3,69.8,292,0,False Alarm
37,52.6,205,0,False Alarm
22.8,69.5,155,0,False Alarm
24.4,70.1,104,0,False Alarm
36.7,48.5,99,0,False Alarm
32.6,61.9,94,0,False Alarm
33.7,46,97,0,False Alarm
27.6,60.7,106,0,False Alarm
37.4,60.6,297,0,False Alarm
30.8,51.2,150,0,False Alarm
34,45.7,225,0,False Alarm
33.1,64.5,90,0,False Alarm
23.8,71.6,95,0,False Alarm
31.2,47,96,0,False Alarm
32.4,50,267,0,False Alarm
24.3,48.6,107,0,False Alarm
31.5,48.6,231,0,False Alarm
35,49.2,305,0,False Alarm
34.9,75.2,95,0,False Alarm
36.1,63.5,91,0,False Alarm
37.8,52.8,154,0,False Alarm
28.2,78.6,232,0,False Alarm
28.1,55.8,159,0,False Alarm
28.4,58.5,98,0,False Alarm
36.6,45.1,305,0,False Alarm
36.9,56.9,89,0,False Alarm
35.1,56.4,162,0,False Alarm
37.9,59.9,252,0,False Alarm
23.5,66.3,301,0,False Alarm
34.7,63.3,132,0,False Alarm
29.5,70.2,157,0,False Alarm
34.7,63.7,162,0,False Alarm
34.6,59.4,255,0,False Alarm
31.5,60.9,138,0,False Alarm
25,56.2,265,0,False Alarm
31.9,77.3,299,0,False Alarm
31.4,52.4,154,0,False Alarm
29.5,50.3,286,0,False Alarm
34.6,55.7,110,0,False Alarm
22.4,63.6,127,0,False Alarm
37.7,77.2,302,0,False Alarm
33.2,74.4,206,0,False Alarm
27.8,54.6,257,0,False Alarm
34,50.5,84,0,False Alarm
34.9,57.8,300,0,False Alarm
25.6,64.4,309,0,False Alarm
30.8,56.9,102,0,False Alarm
27.3,46.1,230,0,False Alarm
24,61.9,99,0,False Alarm
22,56.6,142,0,False Alarm
33,68.4,182,0,False Alarm
28.6,58.6,233,0,False Alarm
26.6,65.3,177,0,False Alarm
31.9,66.7,95,0,False Alarm
37.5,55,87,0,False Alarm
34,53.4,154,0,False Alarm
32.4,48,163,0,False Alarm
23.3,56.2,210,0,False Alarm
23.7,50.9,294,0,False Alarm
24.1,71.6,134,0,False Alarm
33.3,61.2,319,0,False Alarm
32,78.8,89,0,False Alarm
28.7,67.7,255,0,False Alarm
26.8,76.5,320,0,False Alarm
27.8,48.2,211,0,False Alarm
22.6,57.8,212,0,False Alarm
22.6,77.6,212,0,False Alarm
33.6,62.7,152,0,False Alarm
23,75.3,237,0,False Alarm
25.9,64.6,250,0,False Alarm
22.8,74.5,284,0,False Alarm
31.4,74,122,0,False Alarm
24.7,60.7,127,1,False Alarm
25.5,76.5,110,0,False Alarm
36.6,45.9,251,0,False Alarm
28.7,65.6,267,0,False Alarm
27.6,63.4,237,0,False Alarm
25.9,69.9,129,0,False Alarm
28.1,75.1,146,0,False Alarm
30.2,49.3,172,0,False Alarm
34.1,56.9,147,0,False Alarm
26.9,54.1,317,0,False Alarm
33.9,56,170,0,False Alarm
35.6,45.4,144,0,False Alarm
31.1,63.1,355,1,Smoke Warning
33.1,57.2,639,0,Smoke Warning
34.4,46.9,540,0,Smoke Warning
41.2,62.8,594,0,Smoke Warning
41.6,50,629,1,Smoke Warning
35.6,50.1,524,1,Smoke Warning
39.7,49.9,552,0,Smoke Warning
36.1,64.6,635,0,Smoke Warning
40.7,59.5,373,0,Smoke Warning
30.8,44.6,343,1,Smoke Warning
36.7,59.7,340,0,Smoke Warning
40.9,54,501,0,Smoke Warning
38.9,52.6,513,0,Smoke Warning
31.4,40.6,378,0,Smoke Warning
35.9,64.6,498,0,Smoke Warning
30.8,36.1,368,0,Smoke Warning
38,43.5,573,0,Smoke Warning
44.3,42.3,568,0,Smoke Warning
38.3,62.5,555,0,Smoke Warning
38.5,55.8,486,0,Smoke Warning
47.3,61.4,470,0,Smoke Warning
37.5,53.2,424,0,Smoke Warning
42,52.2,410,1,Smoke Warning
44.3,45.9,641,0,Smoke Warning
42.6,58.1,480,0,Smoke Warning
45.7,56.8,336,0,Smoke Warning
45.2,42.4,613,1,Smoke Warning
38.7,54.8,359,0,Smoke Warning
39,53.7,559,1,Smoke Warning
40.8,46.2,600,0,Smoke Warning
47.8,45.6,376,0,Smoke Warning
47.9,55.5,500,1,Smoke Warning
47,45.9,582,0,Smoke Warning
34.1,39.9,339,0,Smoke Warning
45.5,40.7,619,1,Smoke Warning
43,39.1,626,1,Smoke Warning
38.7,53.4,509,1,Smoke Warning
41.6,59.1,567,0,Smoke Warning
46.7,53.9,437,0,Smoke Warning
40.5,58.9,411,1,Smoke Warning
42.9,58.6,398,1,Smoke Warning
45.7,46.6,461,0,Smoke Warning
40.7,49.5,428,0,Smoke Warning
38.4,55.2,368,0,Smoke Warning
37.7,39.2,567,0,Smoke Warning
32.2,45.8,475,1,Smoke Warning
41.2,48.7,578,0,Smoke Warning
45,50.2,539,1,Smoke Warning
46.9,57.2,476,0,Smoke Warning
46.6,59.1,371,1,Smoke Warning
33.7,41.8,514,1,Smoke Warning
39,45,605,0,Smoke Warning
39.2,49.4,360,0,Smoke Warning
31,61.1,343,0,Smoke Warning
36,37.2,489,0,Smoke Warning
41,59.4,491,1,Smoke Warning
44.9,42.2,481,0,Smoke Warning
33.9,40.5,628,0,Smoke Warning
30.2,54.4,387,0,Smoke Warning
44.1,43.6,536,0,Smoke Warning
40.7,50.7,357,0,Smoke Warning
37.4,41.3,333,1,Smoke Warning
42.6,38.1,521,0,Smoke Warning
35.5,56.4,484,0,Smoke Warning
43,49.6,437,0,Smoke Warning
45.5,38.9,341,0,Smoke Warning
39.9,49.1,468,0,Smoke Warning
42.4,39.2,512,1,Smoke Warning
37.7,41.1,592,1,Smoke Warning
43.1,39.6,546,0,Smoke Warning
34.2,47.1,339,1,Smoke Warning
40.6,37.5,431,0,Smoke Warning
33,58.6,386,0,Smoke Warning
47.1,46.5,468,0,Smoke Warning
38.8,57.8,586,0,Smoke Warning
44,53,451,0,Smoke Warning
39.6,51.5,464,1,Smoke Warning
46.1,46.7,542,0,Smoke Warning
44.6,56.5,338,0,Smoke Warning
31.9,62.5,567,0,Smoke Warning
32.7,39,408,0,Smoke Warning
47.4,43.1,361,1,Smoke Warning
43.9,45.6,523,0,Smoke Warning
36.3,57,599,0,Smoke Warning
30.5,49,516,1,Smoke Warning
42,41.4,460,0,Smoke Warning
32.2,53.2,485,0,Smoke Warning
36.4,64.1,446,0,Smoke Warning
30.3,45.1,583,0,Smoke Warning
36.4,49.2,520,0,Smoke Warning
38.2,46.2,435,0,Smoke Warning
44.2,55.9,399,1,Smoke Warning
45.8,46.8,469,0,Smoke Warning
36,56.1,586,0,Smoke Warning
43.1,49,579,0,Smoke Warning
44.1,60.8,550,0,Smoke Warning
47.9,35.9,634,1,Smoke Warning
47,40.8,419,0,Smoke Warning
45.7,44.6,516,0,Smoke Warning
45.9,61,647,0,Smoke Warning
37,47.2,445,0,Smoke Warning
39.7,56.8,407,0,Smoke Warning
39.6,60.5,624,0,Smoke Warning
42.5,42.1,483,0,Smoke Warning
42.3,50.8,505,0,Smoke Warning
43.4,41,374,0,Smoke Warning
32.1,61.4,574,1,Smoke Warning
32.2,50.2,348,0,Smoke Warning
38.6,45.5,639,0,Smoke Warning
39,56.7,415,0,Smoke Warning
44.2,54.1,485,1,Smoke Warning
34.9,46.7,605,0,Smoke Warning
45.1,64.6,525,0,Smoke Warning
35.8,42,548,1,Smoke Warning
34.8,55.3,602,0,Smoke Warning
47.3,41.7,391,1,Smoke Warning
44.3,36.8,461,0,Smoke Warning
34.8,38,361,0,Smoke Warning
34.7,43.4,639,1,Smoke Warning
42.9,36.4,461,0,Smoke Warning
30.4,38.8,386,1,Smoke Warning
46.2,55.9,503,0,Smoke Warning
42,58.2,365,0,Smoke Warning
45.7,53.3,428,0,Smoke Warning
38,48.7,425,0,Smoke Warning
47.7,50.5,448,0,Smoke Warning
46,54.4,361,1,Smoke Warning
34.8,52.1,483,0,Smoke Warning
34.8,38.7,533,0,Smoke Warning
30.9,36.6,370,1,Smoke Warning
